ip	hostname	city	region	country	loc	org	postal	timezone
104.154.70.154	154.70.154.104.bc.googleusercontent.com	Council Bluffs	Iowa	US	41.2619,-95.8608	AS396982 Google LLC	51502	America/Chicago
104.167.242.116		Spring	Texas	US	30.0505,-95.4695	AS401104 Cyber Planet LLC	77388	America/Chicago
104.167.242.117		Spring	Texas	US	30.0505,-95.4695	AS401104 Cyber Planet LLC	77388	America/Chicago
104.168.76.138	104-168-76-138-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
104.168.76.139	104-168-76-139-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
104.192.171.138		Kansas City	Missouri	US	39.0997,-94.5786	AS19969 CyberCloud Professionals LLC	64106	America/Chicago
104.197.215.237	237.215.197.104.bc.googleusercontent.com	Council Bluffs	Iowa	US	41.2619,-95.8608	AS396982 Google LLC	51502	America/Chicago
104.198.248.243	243.248.198.104.bc.googleusercontent.com	Council Bluffs	Iowa	US	41.2619,-95.8608	AS396982 Google LLC	51502	America/Chicago
104.210.152.76		San Antonio	Texas	US	29.4241,-98.4936	AS8075 Microsoft Corporation	78205	America/Chicago
104.233.12.238		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.233.26.211		Grapevine	Texas	US	32.9343,-97.0781	AS205659 UAB code200	76051	America/Chicago
104.238.50.134		Dallas	Texas	US	32.7831,-96.8067	AS62874 Web2Objects LLC	75201	America/Chicago
104.239.107.14		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.239.107.211		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.239.126.219		Grapevine	Texas	US	32.9343,-97.0781	AS205659 UAB code200	76051	America/Chicago
104.239.80.248		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.239.80.67		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.239.80.9		Dallas	Texas	US	32.7831,-96.8067	AS205659 UAB code200	75201	America/Chicago
104.249.63.34	secure.fastnsdns.com	Dallas	Texas	US	32.8152,-96.8703	AS397423 Tier.Net Technologies LLC	75247	America/Chicago
104.28.194.5		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.194.6		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.202.77		Houston	Texas	US	29.7633,-95.3633	AS13335 Cloudflare, Inc.	77002	America/Chicago
104.28.217.44		Wichita	Kansas	US	37.6922,-97.3375	AS13335 Cloudflare, Inc.	67201	America/Chicago
104.28.217.47		Wichita	Kansas	US	37.6922,-97.3375	AS13335 Cloudflare, Inc.	67201	America/Chicago
104.28.226.6		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.226.7		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.227.105		Chicago	Illinois	US	41.8500,-87.6500	AS13335 Cloudflare, Inc.	60666	America/Chicago
104.28.234.77		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.234.79		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.28.234.80		Houston	Texas	US	29.7633,-95.3633	AS13335 Cloudflare, Inc.	77002	America/Chicago
104.28.249.44		Wichita	Kansas	US	37.6922,-97.3375	AS13335 Cloudflare, Inc.	67201	America/Chicago
104.28.249.45		Wichita	Kansas	US	37.6922,-97.3375	AS13335 Cloudflare, Inc.	67201	America/Chicago
104.28.249.46		Wichita	Kansas	US	37.6922,-97.3375	AS13335 Cloudflare, Inc.	67201	America/Chicago
104.28.249.47		Dallas	Texas	US	32.7831,-96.8067	AS13335 Cloudflare, Inc.	75201	America/Chicago
104.37.175.156	server.resellerhostingfor39.com	Dallas	Texas	US	32.7831,-96.8067	AS396073 Majestic Hosting Solutions, LLC	75201	America/Chicago
107.150.39.138	frasca.studioviews.net	Kansas City	Missouri	US	39.0997,-94.5786	AS33387 Nocix, LLC	64179	America/Chicago
107.155.71.52	dolphin2.dynamicdolphindesigns.com	Dallas	Texas	US	32.8152,-96.8703	AS29802 HIVELOCITY, Inc.	75247	America/Chicago
107.158.200.188	otubre.ureterocycolostomy.com	Chicago	Illinois	US	41.8500,-87.6500	AS62904 Eonix Corporation	60666	America/Chicago
107.158.200.247	hreish.pancreatoduuodenectouw.com	Chicago	Illinois	US	41.8500,-87.6500	AS62904 Eonix Corporation	60666	America/Chicago
107.158.200.54	morsui.succinylycsulfathiazole.com	Chicago	Illinois	US	41.8500,-87.6500	AS62904 Eonix Corporation	60666	America/Chicago
107.158.200.68	asinus.supralapycsarianism.com	Chicago	Illinois	US	41.8500,-87.6500	AS62904 Eonix Corporation	60666	America/Chicago
107.158.200.86	emnet.territorycialization.com	Chicago	Illinois	US	41.8500,-87.6500	AS62904 Eonix Corporation	60666	America/Chicago
107.174.231.187	107-174-231-187-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.232.198	107-174-232-198-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.233.201	107-174-233-201-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.239.140	107-174-239-140-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.5.111	107-174-5-111-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.5.145	107-174-5-145-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.174.5.56	107-174-5-56-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
107.175.12.141	107-175-12-141-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
108.174.5.113	108-174-5-113.fwd.linkedin.com	Dallas	Texas	US	32.7831,-96.8067	AS40793 LinkedIn Corporation	75201	America/Chicago
108.181.157.118		Dallas	Texas	US	32.7831,-96.8067	AS40676 Psychz Networks	75201	America/Chicago
108.60.213.233	233.pungeonline.com	Dallas	Texas	US	32.7831,-96.8067	AS13354 zColo	75201	America/Chicago
12.186.205.120		Dallas	Texas	US	32.7831,-96.8067	AS7018 AT&T Enterprises, LLC	75201	America/Chicago
13.67.218.66		Des Moines	Iowa	US	41.6005,-93.6091	AS8075 Microsoft Corporation	50307	America/Chicago
130.44.200.140	host-130-44-200-140.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.44.200.252	host-130-44-200-252.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.44.202.165	host-130-44-202-165.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.44.202.21	host-130-44-202-21.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.44.202.245	host-130-44-202-245.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.44.202.68	host-130-44-202-68.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
130.51.180.203	cloud-2c78e3.managed-vps.net	Dallas	Texas	US	32.7831,-96.8067	AS17378 TierPoint, LLC	75201	America/Chicago
137.220.63.11	137.220.63.11.vultrusercontent.com	Elk Grove Village	Illinois	US	42.0076,-87.9931	AS20473 The Constant Company, LLC	60007	America/Chicago
141.193.97.98		Houston	Texas	US	29.7633,-95.3633	AS5650 Frontier Communications of America, Inc.	77002	America/Chicago
144.126.138.0	ip-0-138-126-144.static.contabo.net	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
144.126.140.17	vmd154780.contaboserver.net	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
144.126.143.250	mail.omnirevleads.com	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
144.126.158.34	vmi2008494.contaboserver.net	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
144.172.118.55	texas.darkdevil.org	Spring	Texas	US	30.0505,-95.4695	AS401104 Cyber Planet LLC	77388	America/Chicago
144.172.118.76	a.tor-exit.xzke.xyz	Spring	Texas	US	30.0505,-95.4695	AS401104 Cyber Planet LLC	77388	America/Chicago
144.172.118.90		Spring	Texas	US	30.0505,-95.4695	AS401104 Cyber Planet LLC	77388	America/Chicago
147.93.135.120	srv1.amigowebstudios.com	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
148.72.144.38	sites.shoutcloudservices.com	St. Louis	Missouri	US	38.6273,-90.1979	AS30083 velia.net	63101	America/Chicago
148.72.177.243	srv-web1-mis.ideaserver.com.br	St. Louis	Missouri	US	38.6273,-90.1979	AS30083 velia.net	63101	America/Chicago
149.28.117.171	149.28.117.171.vultrusercontent.com	Elk Grove Village	Illinois	US	42.0076,-87.9931	AS20473 The Constant Company, LLC	60007	America/Chicago
154.12.126.164		Dallas	Texas	US	32.7831,-96.8067	AS174 Cogent Communications	75201	America/Chicago
154.12.133.223		Dallas	Texas	US	32.7831,-96.8067	AS174 Cogent Communications	75201	America/Chicago
154.12.140.252		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
154.12.230.186	vmi2377036.contaboserver.net	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
154.12.252.137	vmi2501412.contaboserver.net	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
154.13.111.202		Dallas	Texas	US	32.7813,-96.8019	AS55081 24 SHELLS	75270	America/Chicago
154.13.111.23		Dallas	Texas	US	32.7813,-96.8019	AS55081 24 SHELLS	75270	America/Chicago
154.21.155.60		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
154.21.96.109		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
154.3.232.208		Dallas	Texas	US	32.7831,-96.8067	AS174 Cogent Communications	75201	America/Chicago
154.3.233.77		Dallas	Texas	US	32.7831,-96.8067	AS174 Cogent Communications	75201	America/Chicago
154.38.160.53	super.webhostace.com	St. Louis	Missouri	US	38.6273,-90.1979	AS40021 Nubes, LLC	63101	America/Chicago
154.9.176.196		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
154.9.177.126		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
154.9.201.6		Fort Worth	Texas	US	32.7254,-97.3208	AS174 Cogent Communications	76104	America/Chicago
155.94.240.142	155.94.240.142.static.quadranet.com	Dallas	Texas	US	32.7831,-96.8067	AS8100 QuadraNet Enterprises LLC	75201	America/Chicago
155.94.240.150	155.94.240.150.static.quadranet.com	Dallas	Texas	US	32.7831,-96.8067	AS8100 QuadraNet Enterprises LLC	75201	America/Chicago
156.239.55.213		Dallas	Texas	US	32.7831,-96.8067	AS17561 LARUS Limited	75201	America/Chicago
157.55.174.29		Chicago	Illinois	US	41.8500,-87.6500	AS8075 Microsoft Corporation	60666	America/Chicago
161.123.101.50		Murfreesboro	Tennessee	US	35.8456,-86.3903	AS203999 Geekyworks IT Solutions Pvt Ltd	37130	America/Chicago
161.47.56.252	getmobileedge.com	Chicago	Illinois	US	41.8500,-87.6500	AS19994 Rackspace Hosting	60666	America/Chicago
162.207.59.231	162-207-59-231.lightspeed.rcsntx.sbcglobal.net	Melissa	Texas	US	33.2859,-96.5728	AS7018 AT&T Enterprises, LLC	75454	America/Chicago
162.210.103.160	buselaphi.org.za	Chicago	Illinois	US	41.8500,-87.6500	AS14555 LiquidNet US LLC	60666	America/Chicago
166.0.175.226	166-0-175-226.ips.acedatacenter.com	Dallas	Texas	US	32.7831,-96.8067	AS401152 Ace Data Centers II, L.L.C.	75201	America/Chicago
167.160.170.104	167.160.170.104.static.quadranet.com	Dallas	Texas	US	32.8152,-96.8703	AS8100 QuadraNet Enterprises LLC	75247	America/Chicago
167.160.74.229	host-167-160-74-229.static.sprious.com	Joliet	Illinois	US	41.5252,-88.0834	AS7018 AT&T Enterprises, LLC	60434	America/Chicago
167.160.78.155	host-167-160-78-155.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
168.91.40.95	host-168-91-40-95.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
169.47.252.4	4.fc.2fa9.ip4.static.sl-reverse.com	Dallas	Texas	US	32.7831,-96.8067	AS36351 IBM Cloud	75201	America/Chicago
169.59.248.34	22.f8.3ba9.ip4.static.sl-reverse.com	Dallas	Texas	US	32.7831,-96.8067	AS36351 IBM Cloud	75201	America/Chicago
170.39.213.43	dragon.servidoresph.com	Dallas	Texas	US	32.8152,-96.8703	AS397423 Tier.Net Technologies LLC	75247	America/Chicago
170.75.248.80	server.kalerealty.com	Rowlett	Texas	US	32.9029,-96.5639	AS393398 1515 ROUNDTABLE DR PROPERTY, LLC	75030	America/Chicago
172.169.76.113		Des Moines	Iowa	US	41.6005,-93.6091	AS8075 Microsoft Corporation	50307	America/Chicago
172.183.241.1		Chicago	Illinois	US	41.8500,-87.6500	AS8075 Microsoft Corporation	60666	America/Chicago
172.202.129.152		San Antonio	Texas	US	29.4241,-98.4936	AS8075 Microsoft Corporation	78205	America/Chicago
172.202.160.86		San Antonio	Texas	US	29.4241,-98.4936	AS8075 Microsoft Corporation	78205	America/Chicago
172.241.118.177	ip177.ip-172-241-118.mpp.tx.com	Dallas	Texas	US	32.7831,-96.8067	AS394380 Leaseweb USA, Inc.	75201	America/Chicago
172.241.147.3	ip3.ip-172-241-147.mpp.tx.com	Dallas	Texas	US	32.7831,-96.8067	AS394380 Leaseweb USA, Inc.	75201	America/Chicago
172.241.153.173	ip173.ip-172-241-153.mpp.tx.com	Dallas	Texas	US	32.7831,-96.8067	AS394380 Leaseweb USA, Inc.	75201	America/Chicago
172.241.153.221	ip221.ip-172-241-153.mpp.tx.com	Dallas	Texas	US	32.7831,-96.8067	AS394380 Leaseweb USA, Inc.	75201	America/Chicago
172.241.168.2	ip2.ip-172-241-168.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.168.45	ip45.ip-172-241-168.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.168.58	ip58.ip-172-241-168.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.168.63	ip63.ip-172-241-168.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.169.106	ip106.ip-172-241-169.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.169.196	ip196.ip-172-241-169.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.169.241	ip241.ip-172-241-169.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.169.45	ip45.ip-172-241-169.mpp.tx.com	Chicago	Illinois	US	41.8500,-87.6500	AS394380 Leaseweb USA, Inc.	60666	America/Chicago
172.241.236.34	ip34.ip-172-241-236.mpp.dc.com	Dallas	Texas	US	32.7831,-96.8067	AS30633 Leaseweb USA, Inc.	75201	America/Chicago
172.241.242.103	ip103.ip-172-241-242.mpp.dc.com	Chicago	Illinois	US	41.8500,-87.6500	AS30633 Leaseweb USA, Inc.	60666	America/Chicago
172.245.229.174	172-245-229-174-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
172.245.255.156	172-245-255-156-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.58.51	172-245-58-51-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
172.245.73.11	172-245-73-11-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.73.22	172-245-73-22-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.91.220	172-245-91-220-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.91.228	172-245-91-228-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.91.234	172-245-91-234-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.245.91.246	172-245-91-246-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
172.255.80.102		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.80.125		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.80.126		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.80.140		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.80.46		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.80.81		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.81.113	172.255.81.113.rdns.proxyusa.net	McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.82.42		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.82.64		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.83.138		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.83.163		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.255.83.185		McKinney	Texas	US	33.1976,-96.6153	AS394380 Leaseweb USA, Inc.	75069	America/Chicago
172.81.113.33	host-172-81-113-33.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.81.131.139	bhsfm.bond	Chicago	Illinois	US	41.8713,-87.6277	AS27176 DataWagon LLC	60605	America/Chicago
172.83.144.129	129.144.83.172.areawidetech.com	Champaign	Illinois	US	40.1164,-88.2434	AS393635 Area-Wide Technologies, Inc	61820	America/Chicago
172.96.80.137	host-172-96-80-137.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.80.214	host-172-96-80-214.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.84.175	host-172-96-84-175.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.87.161	host-172-96-87-161.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.87.215	host-172-96-87-215.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.92.117	host-172-96-92-117.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.92.124	host-172-96-92-124.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.93.210	host-172-96-93-210.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
172.96.95.132	host-172-96-95-132.static.sprious.com	Chicago	Illinois	US	41.8500,-87.6500	AS7018 AT&T Enterprises, LLC	60666	America/Chicago
173.208.190.26	formacion-exclusiva.com	Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.192.220		Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.201.235		Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.201.236		Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.201.237		Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.201.238		Kansas City	Missouri	US	39.0997,-94.5786	AS32097 WholeSale Internet, Inc.	64170	America/Chicago
173.208.28.15	ip15.ip-173-208-28.mpp.il.com	Mount Prospect	Illinois	US	42.0664,-87.9373	AS27411 Leaseweb USA, Inc.	60056	America/Chicago
173.208.28.227	ip227.ip-173-208-28.mpp.il.com	Mount Prospect	Illinois	US	42.0664,-87.9373	AS27411 Leaseweb USA, Inc.	60056	America/Chicago
173.234.226.136	ns0.ipvnow.com	Dallas	Texas	US	32.7831,-96.8067	AS394380 Leaseweb USA, Inc.	75201	America/Chicago
173.239.224.31		Dallas	Texas	US	32.7831,-96.8067	AS396356 Latitude.sh	75201	America/Chicago
173.44.223.102		Dallas	Texas	US	32.7831,-96.8067	AS62904 Eonix Corporation	75201	America/Chicago
173.44.223.119		Dallas	Texas	US	32.7831,-96.8067	AS62904 Eonix Corporation	75201	America/Chicago
173.44.223.147		Dallas	Texas	US	32.7831,-96.8067	AS62904 Eonix Corporation	75201	America/Chicago
173.44.223.153		Dallas	Texas	US	32.7831,-96.8067	AS62904 Eonix Corporation	75201	America/Chicago
174.64.199.79		Oklahoma City	Oklahoma	US	35.4676,-97.5164	AS22773 Cox Communications Inc.	73102	America/Chicago
181.214.164.116		Chicago	Illinois	US	41.8500,-87.6500	AS174 Cogent Communications	60666	America/Chicago
184.154.118.34	chi211.greengeeks.net	Chicago	Illinois	US	41.8500,-87.6500	AS32475 Internap Holding LLC	60666	America/Chicago
184.154.4.187	web.emmagine.com	Chicago	Illinois	US	41.8500,-87.6500	AS32475 Internap Holding LLC	60666	America/Chicago
184.170.249.65		Fort Worth	Texas	US	32.7254,-97.3208	AS46562 Performive LLC	76104	America/Chicago
184.170.75.53		Redwood	Texas	US	29.8102,-97.9114	AS4922 Shenandoah Cable Television LLC	78670	America/Chicago
185.165.190.111	tor-exit.deadorbit.nl	Chicago	Illinois	US	41.8500,-87.6500	AS174 Cogent Communications	60666	America/Chicago
190.8.176.227	salomon.colombiahosting.com.co	Dallas	Texas	US	32.7831,-96.8067	AS52335 Colombia Hosting	75201	America/Chicago
192.129.178.82	ded747.hostwindsdns.com	Dallas	Texas	US	32.7831,-96.8067	AS54290 Hostwinds LLC.	75201	America/Chicago
192.154.228.104	server7.hostingpodium.com	Dallas	Texas	US	32.8152,-96.8703	AS397423 Tier.Net Technologies LLC	75247	America/Chicago
192.210.200.137	192-210-200-137-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
192.210.200.155	192-210-200-155-host.colocrossing.com	Elk Grove Village	Illinois	US	42.0039,-87.9703	AS36352 HostPapa	60009	America/Chicago
192.227.205.4	192-227-205-4-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
192.227.205.53	192-227-205-53-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
192.227.207.107	192-227-207-107-host.colocrossing.com	Dallas	Texas	US	32.7831,-96.8067	AS36352 HostPapa	75201	America/Chicago
192.243.99.245	dedicated.imprintmaker.com	Dallas	Texas	US	32.7831,-96.8067	AS36454 WHG Hosting Services Ltd	75201	America/Chicago
192.250.226.178	669210-realdream.in	Dallas	Texas	US	32.7831,-96.8067	AS36454 WHG Hosting Services Ltd	75201	America/Chicago
192.250.227.23	s1096.usc1.mysecurecloudhost.com	Dallas	Texas	US	32.7831,-96.8067	AS36454 WHG Hosting Services Ltd	75201	America/Chicago
